  156 MITAC EC 2 1/2 G       0.1    0.20     1.0    0.45     951.0   39.13
  157 MOCAP 6EC 2.5 GA     843.0   24.00    99.0   99.00     104.0   20.47
  158 Modown                 0.4    7.00     3.0    0.40    7600.0   19.29
  159 MONITOR 4 MILES  1000000.0    4.00     4.0    0.95       1.0   38.39
  160 MORESTAN QT            1.0   30.00    10.0    0.50    2300.0  115.93
  161 MSMA 2 1/2 GALLO 1400000.0  180.00    10.0    1.00    7000.0    8.97
  162 NEMACUR 3E T & O     330.0   19.00     0.0    0.00     197.0   45.02 4.93193
  163 NEMACUR 3E VEG 2     330.0   19.00     0.0    0.00     197.0   47.00 4.93193
  164 NEMACUR 3SC CITR     330.0   19.00     0.0    0.00     197.0   44.84 4.93193
  165 NEMACUR 3SC CITR     330.0   19.00     0.0    0.00     197.0   52.92 4.93193
  166 NORTRON SC 2.5 G      50.0  143.00    10.0    0.65     276.0   90.98
  167 N-Serve               92.0   25.00    99.0   99.00     437.0   96.47
  168 Octave                34.4  130.00    30.0    0.50    7500.0   12.10
  169 OFTANOL 5G 40LB       18.0   93.00    30.0    0.65     777.0   91.36
  170 ORDRAM 8E  2-1/2     970.0   13.00    99.0    0.00     117.0   13.92 4.70238
  171 ACEPHATE 75S   1  818000.0    3.00     2.5    0.70       3.0   27.64
  172 Orthocide              5.1    5.00     9.0    0.65     151.0   13.08
  173 OUST 12 LB            70.0   28.00    10.0    0.65      85.0  468.05 4.70238
  174 PAARLAN EC  1 GA       0.1  100.00    99.0    0.00   10000.0   44.10
  175 Paraquat          620000.0 1067.00     3.0    0.60   16200.0   29.69
  176 Pay-Off                0.1   21.00     5.0    0.40  100000.0  327.99
  177 PENNCAP M 2-1/2       55.0   10.00     3.0    0.90    6300.0   24.73
  178 Phenatox               3.0    9.00     2.0    0.05  100000.0    0.00
  179 PHOSDRIN 4EC  2.  600000.0    3.00     0.6    0.95      44.0   42.97
  180 Phoskil               11.0   14.00     4.0    0.70    7600.0    8.50
  181 Pipron                20.0   30.00    10.0    0.60   19300.0   10.61
  182 PIX  1 GAL       1000000.0 1000.00    30.0    0.95 1000000.0  510.02
  183 Plantvax            1400.0   20.00    10.0    0.70      96.0   28.96
  184 2 Plus 2           23180.0    5.50    10.0    0.95      48.0   15.33
  185 POAST  2-1/2 GAL    4390.0    5.00     3.0    0.70     100.0  146.93 4.70238
  186 Polyram                0.1   20.00     7.0    0.40  500000.0    0.00
  187 POUNCE 3.2 1 GAL       6.1   30.00     8.0    0.30   39300.0  114.39 4.93193
  188 PRAMITOL 25E         720.0  932.00    30.0    0.75      95.0   34.14
  189 PREFAR 6E 2.5 GA       5.6  120.00    30.0    0.40    3900.0   21.65
  190 Prelude           620000.0 1000.00    30.0    0.60 1000000.0   12.10
  191 PRIME PLUS  1 GA       0.1 2000.00     7.0    0.40   59600.0  105.04
  192 PRINCEP 4L 2-1/2       6.2   91.00     5.0    0.40     140.0    9.17 4.70238
  193 Probe                  1.5   14.00     5.0    0.40    3060.0   29.05
  194 PENDIMETHALIN 60       0.3 1300.00    30.0    0.40   13400.0   30.88
  195 PURSUIT  1 GAL      1400.0   90.00    20.0    0.90       7.0   88.48 4.70238
  196 PYDRIN 2.4 1 QT        0.0  163.00    10.0    0.25    1000.0  110.25
  197 Pyramin              400.0   21.00     5.0    0.85     120.0  464.70
  198 RAMROD 20G 50 LB     613.0    9.00     3.0    0.40      80.0  122.60 4.70238
  199 REFLEX 2.5 GAL        50.0  185.00    30.0    0.95      60.0   92.38 4.70238
  200 Rescue            231000.0  245.80     9.0    0.45    2212.0   74.69 4.70238
  201 Ridomil             8400.0   40.00     0.0    0.00     171.0   12.45 5.17752
  202 RO-NEET 6E REPAC      95.0   27.00     2.0    0.50     272.0   19.56
  203 RONSTAR G 2 LB         0.7  180.00    20.0    0.50    3345.0    0.00
  204 Roundup .41L       12000.0    0.90     2.5    0.60    2100.0  368.07 4.70238
  205 Rovral                13.9   50.00     5.0    0.40     666.0   22.05 5.17752
  206 Royal Slo Gro       4507.0   30.00    10.0    0.95     251.0   44.10
  207 RUBIGAN A.S. 1/2      14.0  840.00    30.0    0.40     760.0   67.17
  208 Sancap                16.0  117.00     5.0    0.40     860.0  369.28
  209 Savey                  0.5   30.00     5.0    0.40    6200.0   97.95
  210 SCEPTER 2-1/2 GA  160000.0   60.00    20.0    0.95      20.0    7.86 4.70238
  211 SENCOR 4F  2-1/2    1000.0  172.00     5.0    0.80      52.0   96.87
  212 SEVIN 4L MICROFL     110.0   17.00     7.0    0.55     288.0    2.89 4.93193
  213 2,4,5-TP               2.5   20.00     5.0    0.40    2600.0   14.99
  214 SINBAR 80WP 5 LB     710.0  520.00    30.0    0.70      63.0    4.27
  215 Slug-Geta             24.0   30.00    10.0    0.70     300.0    0.00
  216 TERRA SONALAN 2.       0.3   45.00     4.0    0.40    5120.0   12.82 4.70238
  217 SONAR AS 1 GAL        10.0   34.00    99.0   99.00     862.0    0.00 4.70238
  218 SPECTRACIDE GARD      60.0   39.00     4.0    0.90    1520.0    0.00
  219 SPIKE 80WSP 1 LB    2500.0  360.00    30.0    0.90     130.0   38.36 4.70238
  220 SPROUT NIP 5 GAL      89.0   30.00     8.0    0.90     505.0    0.00 4.70238
  221 Stam 4E              152.0    1.00     1.0    0.70     400.0   10.76
  222 Supracide            220.0    7.00     3.0    0.90     400.0   52.62
  223 Surflan                2.5   20.00     5.0    0.40     600.0   39.27 4.70238
  224 SUTAN PLUS  55 G      44.0   28.00     1.0    0.30     304.0  944.22 4.70238
  225 SWAT  1 GAL      1000000.0   18.00     5.0    0.95      33.0    0.00
  226 TACKLE  1 GAL     250000.0   30.00     5.0    0.95     113.0  294.00
  227 TALSTAR .2GR  50       0.0   95.00     7.0    0.40  237000.0   26.49 4.93193
  228 TANDEM  2.5 GAL        1.8   26.00     8.0    0.40    5600.0   23.39
  229 Tanone                11.0   35.00     2.0    0.65    1000.0   44.05
  230 TATTOO C 2.5 GAL     260.0    4.00     3.0    0.85     200.0   71.26
  231 TBZ                   30.0  640.00    30.0    0.60    2500.0    6.74
  232 TELONE II 250 GA    2250.0   10.00    99.0   99.00      66.0   35.77
  233 TELONE II 54 GAL    2250.0   10.00    99.0   99.00      66.0   30.49
  234 TEMIK 15G  30 LB   59000.0   50.00    99.0   99.00      26.0  153.30 4.93193
  235 TEMIK 15G  45 LB   59000.0   50.00    99.0   99.00      26.0  198.60 4.93193
  236 TEMIK 15G CA LAB   59000.0   50.00    99.0   99.00      26.0   43.89 4.93193
  237 TEMIK LOCK N'LOA   59000.0   50.00    99.0   99.00      26.0   44.90 4.93193
  238 Tenoran                2.5  110.00    15.0    0.40    2820.0    0.00
  239 Terbutrex             22.0   38.00     5.0    0.50    2863.0    8.85
  240 PCNB 10% 50 LB         0.1   60.00     0.0    0.00    4600.0   17.92
  241 Terraneb SP            8.0  130.00    30.0    0.50    1650.0   30.43
  242 TERRAZOLE 35WP 2     117.1    9.30     0.0    0.00    1700.0   17.35
  243 Thimet                22.0   37.00     2.0    0.60    1057.0   22.05
  244 THIODAN 50 WSB 2       0.3   27.00     3.0    0.05   12400.0   66.59 4.93193
  245 THIRAM 65W 10 LB      16.5   15.20     8.0    0.50     670.0    0.00
  246 THISTROL 2.5 GAL      44.0   14.00     7.0    0.95     540.0    0.00
  247 TILLAM 6E  2-1/2     100.0    8.00     4.0    0.70     430.0    9.15
  248 TILT  1 GAL          100.0   53.00    30.0    0.70     648.0  394.32
  249 Tolban                 0.1  110.00     1.0    0.35   10000.0    0.00
  250 TOPSIN M WSB(70%       3.5    6.00     5.0    0.40    1830.0   48.48 5.17752
  251 TORDON 22K  1 GA  400000.0  108.00     8.0    0.60      29.0   37.60 4.70238
  252 TORDON 22K 30 GA  400000.0  108.00     8.0    0.60      29.0   80.98 4.70238
  253 Toxaphene              0.4  500.00     2.0    0.05  400000.0    0.00
  254 Tralomethrin           0.0   27.00     1.0    0.40  100000.0    0.00
  255 Treflan 4.00EC         0.3  169.00     3.0    0.40    7200.0   19.67
  256 Tre-Hold             105.0   10.00     5.0    0.40     300.0    0.00
  257 Trithion               0.6   30.00     6.0    0.70   50000.0    0.00
  258 TUPERSAN 10 LB      1800.0  128.00    30.0    0.70     420.0    0.00
  259 Turflon              435.0   32.00    15.0    0.70      68.0    0.00
  260 Vapam             963000.0    4.50    99.0   99.00      10.0   15.08
  261 VELPAR L 1 GAL     33000.0   88.00    30.0    0.90      40.0   54.82 4.70238
  262 VENDEX 4L  1 GAL       0.0  365.00    30.0    0.20    2721.0   33.08
  263 VERNAM 7E 2.5 GA     108.0   12.00     2.0    0.80     260.0  524.79
  264 Vitavax              195.0    1.00    99.0   99.00     123.0    5.06
  265 Volck oils          7600.0   10.00    99.0   99.00      10.0    0.00
  266 Vorlex              7600.0   10.00    99.0   99.00      10.0    7.86
  267 VYDATE CLV 27 GA  282000.0   15.00     4.0    0.95       9.0   15.67 4.93193
  268 WEEDAR 64  1 GAL   23180.0    5.50     9.0    0.45      48.0   31.19 4.70238
  269 Weed-B-Gon         23180.0    5.50     9.0    0.45      48.0   14.91 4.70238
  270 WEEDONE 638  1 G   23180.0    5.50     9.0    0.45      48.0   24.59 4.70238
  271 Zolone                 3.1   26.00     8.0    0.65    1816.0   52.48 4.93193
  272 2,4,5-T  Esters      150.0   30.00     9.0    0.45      80.0    0.00
  273 2,4,5-T Amine Sa     620.0   30.00     9.0    0.45      82.0    0.00
  274 2,4-4B ESTER 2.5       0.0    0.00     0.0    0.00       0.0    0.00
  275 2,4-D 4-AMINE 1    23180.0    5.50     9.0    0.45      48.0    8.96
  276 2,4-D 4-AMINE 30   23180.0    5.50     9.0    0.45      48.0    7.72
  277 2,4-D 4.00L        23180.0    5.50     9.0    0.45      48.0   15.94
  278 2,4-D AMINE 4- 2   23180.0    5.50     9.0    0.45      48.0    6.79
  279 2,4-D AMINE 4- 5   23180.0    5.50     9.0    0.45      48.0    6.76
  280 2,4-D AMINE GR 1   23180.0    5.50     9.0    0.45      48.0   47.96
  281 2,4-D GR 50LB      23180.0    5.50     9.0    0.45      48.0   21.53
  282 2,4-D LV 1 GAL     23180.0    5.50     9.0    0.45      48.0    9.11
  283 2,4-D LV 2 1/2 G   23180.0    5.50     9.0    0.45      48.0   22.17
  284 2,4-DB                 8.0    7.00     9.0    0.45     201.0    6.06
  285 2-(1-Naphthyl)ac  419000.0   10.00     0.0    0.00     200.0    7.50
  286 A-REST 1 QT          440.0   15.00    30.0    0.50      83.2  120.98
  287 Aatrex 4.00L          33.0  146.00     5.0    0.45     147.0    7.52 4.70238
  288 Aatrex 4.00L          33.0  146.00     5.0    0.45     147.0    7.94 4.70238
  289 AATREX 4L BULK        33.0  146.00     5.0    0.45     147.0    7.29 4.70238
  290 AATREX 4L MINI B      33.0  146.00     5.0    0.45     147.0    6.89 4.70238
  291 Aatrex 80WP           33.0  146.00     5.0    0.45     147.0   74.27 4.70238
  292 AATREX NINE-0 10      33.0  146.00     5.0    0.45     147.0    9.16 4.70238
  293 AATREX NINE-0 25      33.0  146.00     5.0    0.45     147.0    8.02 4.70238
  294 AATREX NINE-0 SP      33.0  146.00     5.0    0.45     147.0    8.48 4.70238
  295 Abamectin              5.0   28.00     0.0    0.00    5000.0   11.26
  296 ABATE 25 LB.           0.0   30.00     5.0    0.65    1070.0    1.57
  297 ACCELERATE  5 GA  100000.0    2.80     7.0    0.90      85.0   85.87
  298 ACCELERATE 110 M  100000.0    2.80     7.0    0.90      85.0   84.61
  299 ACCELERATE 2-1/2  100000.0    2.80     7.0    0.90      85.0   88.35
  300 ACCELERATE 30 GA  100000.0    2.80     7.0    0.90      85.0   84.10
  301 Accent             12000.0   26.00     0.0    0.00      30.0  258.47
  302 ACCENT 13.33 OZ    12000.0   26.00     0.0    0.00      30.0   97.88
  303 ACCENT 4 X 10 OZ   12000.0   26.00     0.0    0.00      30.0  132.56
  304 ACCENT SP 3 X 13   12000.0   26.00     0.0    0.00      30.0  124.49
  305 ACCLAIM 1 QT           0.9    1.00     5.0    0.20    9490.0  764.82 4.70238
  306 ACCLAIM 2 1/2 GA       0.9    1.00     5.0    0.20    9490.0  621.70 4.70238
  307 ACCLAIM EXTRA 1        0.9    1.00     5.0    0.20    9490.0  419.98 4.70238
  308 ACCLAIM EXTRA 1        0.9    1.00     5.0    0.20    9490.0  481.27 4.70238
  309 ACCLAIM EXTRA 2        0.9    1.00     5.0    0.20    9490.0  391.83 4.70238
  310 ACCORD 1 OZ        12000.0    0.90     2.5    0.60    2100.0    0.09 4.70238
  311 ACCORD 2-1/2 GAL   12000.0    0.90     2.5    0.60    2100.0   29.63 4.70238
  312 ACCORD 30 GAL      12000.0    0.90     2.5    0.60    2100.0   25.22 4.70238
  313 ACEPHATE 75S  10  818000.0    3.00     2.5    0.70       3.0   26.75
  314 ACEPHATE 90SP 20  818000.0    3.00     2.5    0.70       3.0   21.16
  315 ACETO 2, 4-DB 2.       8.0    7.00     9.0    0.45     201.0   35.56
  316 ACETO 2, 4-DB ES       8.0    7.00     9.0    0.45     201.0  318.66
  317 ACME SUPER BRUSH       0.0    0.00     0.0    0.00       0.0    0.00
  318 ACME SUPER BRUSH       0.0    0.00     0.0    0.00       0.0    0.00
  319 ACME SUPER BRUSH       0.0    0.00     0.0    0.00       0.0    0.00
  320 ACME WEED-NO-MOR   23180.0    5.50     9.0    0.45      48.0    0.00 4.70238
  321 ACME WEED-NO-MOR   23180.0    5.50     9.0    0.45      48.0    0.00 4.70238
  322 ACROBAT MZ 22.5        0.0    0.00     0.0    0.00       0.0    0.00
  323 ACROBAT MZ 5 LB        0.0    0.00     0.0    0.00       0.0    0.00
  324 ACTELLIC 1 GAL         9.0   24.00    99.0   99.00   23402.0    0.00 4.93193
  325 ACTICARB               0.0    0.00     0.0    0.00       0.0    0.00
  326 ACTINOVATE 25 LB       0.0    0.00     0.0    0.00       0.0    0.00 5.17752
  327 ACTINOVATE 6 LB        0.0    0.00     0.0    0.00       0.0    0.00 5.17752
  328 ACTINOVATE PLUS        0.0    0.00     0.0    0.00       0.0    0.00 5.17752
  329 ADIOS 5 LB           110.0   17.00     7.0    0.55     288.0  415.56
  330 ADIOS BAIT 10 LB     110.0   17.00     7.0    0.55     288.0  415.56
  331 ADMIRE 2 VEG 1 G       0.0    0.00     0.0    0.00       0.0  438.90
  332 ADMIRE 2 VEG 1 P       0.0    0.00     0.0    0.00       0.0   75.25
  333 AFC STIK 1 GAL       105.0   10.00     5.0    0.40     300.0    0.00
  334 AFC STIK 2.5 GAL     105.0   10.00     5.0    0.40     300.0    0.00
  335 Aflix                  0.0    0.00     0.0    0.00       0.0    0.00
  336 AGRI PREP 1 GAL  1240000.0    7.00     5.0    0.95       1.0   42.26
  337 AGRI STREP 500 2       0.0    0.00     0.0    0.00       0.0    0.00
  338 AGRI-MEK  1 GAL        5.0   28.00     0.0    0.00    5000.0    0.00
  339 AGRI-MEK 1 QT          5.0   28.00     0.0    0.00    5000.0    0.00
  340 Agri-mycin-17          0.0    0.00     0.0    0.00       0.0   19.33
  341 AGRISTREP              0.0    0.00     0.0    0.00       0.0    0.00
  342 AGRISTREP 2.5 LB       0.0    0.00     0.0    0.00       0.0    0.00
  343 AGROTAIN 2.5 GAL       0.0    0.00     0.0    0.00       0.0    0.00
  344 Alachlor             240.0   15.00     3.0    0.40     170.0   12.57
  345 ALANAP 2-1/2 GAL  231000.0  245.80     7.0    0.95    2212.0   32.25
  346 ALANAP 5 GAL      231000.0  245.80     7.0    0.95    2212.0   21.02
  347 Aldoxycarb         10000.0   20.00     0.0    0.00      10.0   51.45
  348 ALIETTE WDG AG L  120000.0    0.10     0.1    0.95     166.0   33.13
