      |------ 1 -----|------ 2 ------|------ 3 ------|------ 4 ------|------ 5 ------|------ 6 ------|------ 7 ------|
   ID             NAME            PSOL            PHLS            PHLF            PWOF            PKOC            PCST
   20 A-Rest              0.650000E+03    0.120000E+03    0.300000E+02    0.500000E+00    0.120000E+03    0.000000E+00
   21 Arsenal             0.110000E+05    0.900000E+02    0.300000E+02    0.900000E+00    0.100000E+03    0.000000E+00
   22 Arsonate            0.100000E+07    0.100000E+03    0.300000E+02    0.900000E+00    0.100000E+05    0.000000E+00
   23 Asana               0.000000E+00    0.350000E+02    0.800000E+01    0.400000E+00    0.530000E+04    0.000000E+00
   24 Assert              0.137000E+04    0.350000E+02    0.180000E+02    0.600000E+00    0.660000E+02    0.000000E+00
   25 Assert              0.875000E+03    0.350000E+02    0.180000E+02    0.600000E+00    0.350000E+02    0.000000E+00
   26 Assure              0.300000E+00    0.600000E+02    0.150000E+02    0.200000E+00    0.510000E+03    0.000000E+00
   27 Asulox              0.550000E+06    0.700000E+01    0.300000E+01    0.900000E+00    0.400000E+02    0.000000E+00
   28 Avenge              0.817000E+06    0.100000E+03    0.300000E+02    0.900000E+00    0.545000E+05    0.000000E+00
   29 Azodrin             0.100000E+07    0.300000E+02    0.200000E+01    0.900000E+00    0.100000E+01    0.000000E+00
   30 Balan               0.100000E+00    0.300000E+02    0.100000E+02    0.200000E+00    0.900000E+04    0.000000E+00
   31 Banol               0.100000E+07    0.300000E+02    0.150000E+02    0.900000E+00    0.100000E+07    0.000000E+00
   32 Banvel              0.400000E+06    0.140000E+02    0.900000E+01    0.600000E+00    0.200000E+01    0.000000E+00
   33 Basagran            0.230000E+07    0.200000E+02    0.200000E+01    0.600000E+00    0.340000E+02    0.000000E+00
   34 Basta               0.137000E+07    0.700000E+01    0.400000E+01    0.900000E+00    0.100000E+03    0.000000E+00
   35 Baygon              0.180000E+04    0.300000E+02    0.990000E+02    0.100000E+01    0.300000E+02    0.000000E+00
   36 Bayleton            0.715000E+02    0.260000E+02    0.800000E+01    0.300000E+00    0.300000E+03    0.000000E+00
   37 Baytex              0.420000E+01    0.340000E+02    0.200000E+01    0.600000E+00    0.150000E+04    0.000000E+00
   38 Baythroid           0.000000E+00    0.300000E+02    0.500000E+01    0.400000E+00    0.100000E+06    0.000000E+00
   39 Benlate             0.200000E+01    0.240000E+03    0.600000E+01    0.300000E+00    0.190000E+04    0.000000E+00
   40 Benzex              0.100000E+00    0.600000E+03    0.300000E+01    0.100000E+00    0.550000E+05    0.000000E+00
   41 Betamix             0.470000E+01    0.300000E+02    0.500000E+01    0.700000E+00    0.240000E+04    0.000000E+00
   42 Betanex             0.800000E+01    0.300000E+02    0.500000E+01    0.700000E+00    0.150000E+04    0.000000E+00
   43 Bidrin              0.100000E+07    0.280000E+02    0.200000E+02    0.700000E+00    0.750000E+02    0.000000E+00
   44 Bladex              0.170000E+03    0.140000E+02    0.500000E+01    0.600000E+00    0.190000E+03    0.000000E+00
   45 Bolero              0.280000E+02    0.210000E+02    0.700000E+01    0.700000E+00    0.900000E+03    0.000000E+00
   46 Bolstar             0.300000E+00    0.140000E+03    0.500000E+00    0.600000E+00    0.120000E+05    0.000000E+00
   47 Bordermaster        0.500000E+01    0.250000E+02    0.800000E+01    0.500000E+00    0.100000E+04    0.000000E+00
   48 Botran              0.700000E+01    0.100000E+02    0.400000E+01    0.500000E+00    0.100000E+04    0.000000E+00
   49 Bravo               0.600000E+00    0.300000E+02    0.500000E+01    0.500000E+00    0.138000E+04    0.000000E+00
   50 Brom-O-Sol          0.134000E+05    0.550000E+02    0.990000E+02    0.100000E+01    0.220000E+02    0.000000E+00
   51 Broot               0.580000E+02    0.200000E+02    0.990000E+02    0.100000E+01    0.400000E+03    0.000000E+00
   52 Buctril             0.100000E+00    0.700000E+01    0.300000E+01    0.200000E+00    0.100000E+05    0.000000E+00
   53 Butyrac Ester       0.800000E+01    0.700000E+01    0.900000E+01    0.400000E+00    0.500000E+03    0.000000E+00
   54 Caparol             0.330000E+02    0.600000E+02    0.100000E+02    0.500000E+00    0.400000E+03    0.000000E+00
   55 Carbamate           0.120000E+03    0.170000E+02    0.300000E+01    0.900000E+00    0.300000E+03    0.000000E+00
   56 Carbofos            0.145000E+03    0.250000E+02    0.300000E+01    0.900000E+00    0.180000E+04    0.000000E+00
   57 Carsoron            0.212000E+02    0.600000E+02    0.500000E+01    0.400000E+00    0.400000E+03    0.000000E+00
   58 Carzol              0.500000E+06    0.100000E+03    0.300000E+02    0.900000E+00    0.100000E+07    0.000000E+00
   59 Cerone              0.123900E+07    0.100000E+02    0.500000E+01    0.900000E+00    0.100000E+06    0.000000E+00
   60 Chem-Hoe            0.250000E+03    0.100000E+02    0.200000E+01    0.500000E+00    0.200000E+03    0.000000E+00
   61 Chlordane           0.100000E+00    0.100000E+03    0.250000E+01    0.100000E+00    0.100000E+06    0.000000E+00
   62 Chopper             0.500000E+06    0.900000E+02    0.300000E+02    0.800000E+00    0.100000E+03    0.000000E+00
   63 Classic             0.120000E+04    0.400000E+02    0.150000E+02    0.900000E+00    0.110000E+03    0.000000E+00
   64 Cobra               0.100000E+00    0.300000E+01    0.200000E+01    0.200000E+00    0.100000E+06    0.000000E+00
   65 Comite              0.500000E+00    0.560000E+02    0.500000E+01    0.200000E+00    0.400000E+04    0.000000E+00
   66 Command             0.100000E+04    0.240000E+02    0.300000E+01    0.800000E+00    0.300000E+03    0.000000E+00
   67 Cotoran             0.110000E+03    0.850000E+02    0.300000E+02    0.500000E+00    0.100000E+03    0.000000E+00
   68 Counter             0.500000E+01    0.500000E+01    0.250000E+01    0.600000E+00    0.500000E+03    0.000000E+00
   69 Crossbow            0.210000E+07    0.460000E+02    0.150000E+02    0.900000E+00    0.200000E+02    0.000000E+00
   70 Curacron            0.280000E+02    0.800000E+01    0.300000E+01    0.900000E+00    0.200000E+04    0.000000E+00
   71 Cygon               0.398000E+05    0.700000E+01    0.300000E+01    0.900000E+00    0.200000E+02    0.000000E+00
   72 Cyprex              0.700000E+03    0.200000E+02    0.100000E+02    0.500000E+00    0.100000E+06    0.000000E+00
   73 Cythion             0.130000E+03    0.100000E+01    0.300000E+01    0.900000E+00    0.180000E+04    0.000000E+00
   74 Dacamine            0.890000E+03    0.100000E+02    0.500000E+01    0.400000E+00    0.200000E+02    0.000000E+00
   75 Dacthal             0.500000E+00    0.100000E+03    0.100000E+02    0.300000E+00    0.500000E+04    0.000000E+00
   76    Dacthal          0.500000E+00    0.200000E+02    0.100000E+02    0.300000E+00    0.500000E+04    0.000000E+00
   77    D. Monoacid      0.300000E+04    0.100000E+02    0.990000E+02    0.100000E+01    0.200000E+02    0.000000E+00
   78    D. Diacid        0.578000E+04    0.300000E+03    0.990000E+02    0.100000E+01    0.200000E+01    0.000000E+00
   79 Dalapon             0.800000E+06    0.300000E+02    0.370000E+02    0.900000E+00    0.100000E+01    0.000000E+00
   80 Dasanit             0.000000E+00    0.240000E+02    0.400000E+01    0.900000E+00    0.100000E+05    0.000000E+00
   81 DDT                 0.100000E+00    0.120000E+03    0.100000E+02    0.100000E+00    0.240000E+06    0.000000E+00
   82 Dedweed             0.866000E+06    0.250000E+02    0.700000E+01    0.900000E+00    0.200000E+02    0.000000E+00
   83 DEF                 0.230000E+01    0.300000E+02    0.700000E+01    0.300000E+00    0.500000E+04    0.000000E+00
   84 Dessicant L-10      0.170000E+05    0.100000E+05    0.100000E+05    0.900000E+00    0.100000E+06    0.000000E+00
   85 Devrinol            0.740000E+02    0.700000E+02    0.150000E+02    0.600000E+00    0.400000E+03    0.000000E+00
   86 Dibrom              0.200000E+04    0.100000E+01    0.500000E+00    0.900000E+00    0.180000E+03    0.000000E+00
   87 Dieldrin            0.100000E+00    0.140000E+04    0.500000E+01    0.100000E+00    0.500000E+05    0.000000E+00
   88 Dimilin             0.100000E+00    0.100000E+02    0.270000E+02    0.100000E+00    0.100000E+05    0.000000E+00
   89 Dinitro             0.500000E+02    0.200000E+02    0.300000E+01    0.600000E+00    0.500000E+03    0.000000E+00
   90 Dinitro             0.220000E+04    0.200000E+02    0.100000E+02    0.900000E+00    0.630000E+02    0.000000E+00
   91 Diquat              0.718000E+06    0.100000E+04    0.300000E+02    0.900000E+00    0.100000E+07    0.000000E+00
   92 Dinoseb             0.500000E+02    0.230000E+02    0.230000E+02    0.100000E+01    0.490000E+03    0.000000E+00
   93 Di-Syston           0.250000E+02    0.300000E+02    0.300000E+01    0.500000E+00    0.600000E+03    0.000000E+00
   94 Dithane             0.600000E+01    0.700000E+02    0.100000E+02    0.300000E+00    0.200000E+04    0.000000E+00
   95 Dowpon              0.100000E+04    0.300000E+02    0.370000E+02    0.900000E+00    0.400000E+01    0.000000E+00
   96 Dropp               0.200000E+02    0.100000E+02    0.300000E+01    0.400000E+00    0.110000E+03    0.000000E+00
   97 DSMA                0.140000E+07    0.100000E+04    0.300000E+02    0.900000E+00    0.100000E+06    0.000000E+00
   98 Dual                0.530000E+03    0.900000E+02    0.500000E+01    0.600000E+00    0.200000E+03    0.000000E+00
   99 Du-ter              0.100000E+01    0.750000E+02    0.180000E+02    0.400000E+00    0.230000E+05    0.000000E+00
  100 Dyfonate            0.169000E+02    0.400000E+02    0.250000E+01    0.600000E+00    0.870000E+03    0.000000E+00
  101 Dylox               0.120000E+06    0.100000E+02    0.300000E+01    0.900000E+00    0.100000E+02    0.000000E+00
  102 Dymid               0.260000E+03    0.300000E+02    0.500000E+01    0.800000E+00    0.210000E+03    0.000000E+00
  103 Dynap               0.200000E+03    0.120000E+02    0.120000E+02    0.100000E+01    0.300000E+02    0.000000E+00
  104 Dyrene              0.800000E+01    0.100000E+01    0.500000E+00    0.500000E+00    0.300000E+04    0.000000E+00
  105 Elgetol             0.100000E+06    0.200000E+02    0.800000E+01    0.900000E+00    0.200000E+02    0.000000E+00
  106 EPN                 0.500000E+00    0.500000E+01    0.500000E+01    0.600000E+00    0.130000E+05    0.000000E+00
  107 Eradicane           0.344000E+03    0.600000E+01    0.300000E+01    0.800000E+00    0.200000E+03    0.000000E+00
  108 Ethanox             0.110000E+01    0.150000E+03    0.700000E+01    0.600000E+00    0.100000E+05    0.000000E+00
  109 Evik                0.185000E+03    0.600000E+02    0.500000E+01    0.600000E+00    0.300000E+03    0.000000E+00
  110 Evital              0.280000E+02    0.900000E+02    0.150000E+02    0.500000E+00    0.600000E+03    0.000000E+00
  111 Far-Go              0.400000E+01    0.820000E+02    0.150000E+02    0.400000E+00    0.240000E+04    0.000000E+00
  112 Fenatrol            0.500000E+06    0.180000E+03    0.300000E+02    0.900000E+00    0.200000E+02    0.000000E+00
  113 Fenitox             0.300000E+02    0.800000E+01    0.300000E+01    0.900000E+00    0.200000E+04    0.000000E+00
  114 Fruitone CPA        0.200000E+06    0.100000E+02    0.300000E+01    0.900000E+00    0.200000E+02    0.000000E+00
  115 Fumazone            0.100000E+04    0.180000E+03    0.990000E+02    0.100000E+01    0.700000E+02    0.000000E+00
  116 Fundal              0.500000E+06    0.600000E+02    0.100000E+01    0.900000E+00    0.100000E+06    0.000000E+00
  117 Funginex            0.300000E+02    0.210000E+02    0.500000E+01    0.800000E+00    0.540000E+03    0.000000E+00
  118 Furadan             0.351000E+03    0.500000E+02    0.200000E+01    0.600000E+00    0.220000E+02    0.000000E+00
  119 Fusilade            0.200000E+01    0.150000E+02    0.400000E+01    0.400000E+00    0.570000E+04    0.000000E+00
  120 Glean               0.700000E+04    0.160000E+03    0.300000E+02    0.800000E+00    0.400000E+02    0.000000E+00
  121 Goal                0.100000E+00    0.350000E+02    0.800000E+01    0.400000E+00    0.100000E+06    0.000000E+00
  122 Guthion             0.290000E+02    0.100000E+02    0.200000E+01    0.600000E+00    0.100000E+04    0.000000E+00
  123 Harmony             0.240000E+04    0.120000E+02    0.300000E+01    0.800000E+00    0.450000E+02    0.000000E+00
  124 Harvade             0.300000E+04    0.100000E+02    0.300000E+01    0.800000E+00    0.100000E+02    0.000000E+00
  125 Hoelon              0.800000E+00    0.370000E+02    0.000000E+00    0.000000E+00    0.160000E+05    0.000000E+00
  126 Hyvar               0.700000E+03    0.600000E+02    0.200000E+02    0.800000E+00    0.320000E+02    0.000000E+00
  127 Hyvar               0.700000E+03    0.600000E+02    0.000000E+00    0.000000E+00    0.320000E+02    0.000000E+00
  128 Imidan              0.200000E+02    0.190000E+02    0.300000E+01    0.900000E+00    0.820000E+03    0.000000E+00
  129 Isotox              0.730000E+01    0.400000E+03    0.250000E+01    0.100000E+00    0.110000E+04    0.000000E+00
  130 Karate              0.000000E+00    0.300000E+02    0.500000E+01    0.400000E+00    0.180000E+06    0.000000E+00
  131 Karathane           0.400000E+01    0.200000E+02    0.800000E+01    0.300000E+00    0.550000E+03    0.000000E+00
  132 Karmex              0.420000E+02    0.900000E+02    0.300000E+02    0.400000E+00    0.480000E+03    0.000000E+00
  133 Kelthane            0.100000E+01    0.600000E+02    0.400000E+01    0.100000E+00    0.180000E+06    0.000000E+00
  134 Kerb                0.150000E+02    0.600000E+02    0.200000E+02    0.300000E+00    0.200000E+03    0.000000E+00
  135 Krenite             0.179000E+07    0.800000E+01    0.400000E+01    0.900000E+00    0.150000E+03    0.000000E+00
  136 Lannate             0.580000E+05    0.300000E+02    0.500000E+00    0.600000E+00    0.720000E+02    0.000000E+00
  137 Larvadex            0.136000E+06    0.150000E+03    0.300000E+02    0.900000E+00    0.200000E+03    0.000000E+00
  138 Larvin              0.191000E+02    0.700000E+01    0.400000E+01    0.700000E+00    0.350000E+03    0.000000E+00
  139 Lasso               0.240000E+03    0.150000E+02    0.300000E+01    0.400000E+00    0.170000E+03    0.000000E+00
  140 Limit               0.100000E+02    0.200000E+02    0.800000E+01    0.700000E+00    0.100000E+04    0.000000E+00
  141 Logic               0.600000E+01    0.100000E+01    0.990000E+02    0.100000E+01    0.100000E+04    0.000000E+00
  142 Londax              0.120000E+03    0.500000E+01    0.990000E+02    0.100000E+01    0.310000E+03    0.000000E+00
  143 Lontrel             0.300000E+06    0.300000E+02    0.200000E+01    0.900000E+00    0.600000E+01    0.000000E+00
  144 Lorox               0.750000E+02    0.600000E+02    0.150000E+02    0.600000E+00    0.400000E+03    0.000000E+00
  145 Lorsban             0.400000E+00    0.300000E+02    0.330000E+01    0.600000E+00    0.607000E+04    0.000000E+00
  146 Manzate             0.600000E+01    0.120000E+02    0.300000E+01    0.600000E+00    0.100000E+04    0.000000E+00
  147 Marlate             0.100000E+00    0.120000E+03    0.600000E+01    0.100000E+00    0.800000E+05    0.000000E+00
  148 Matacil             0.915000E+03    0.600000E+01    0.400000E+01    0.900000E+00    0.100000E+03    0.000000E+00
  149 Mavrik              0.000000E+00    0.300000E+02    0.700000E+01    0.400000E+00    0.100000E+07    0.000000E+00
  150 Merpan              0.400000E+01    0.100000E+02    0.900000E+01    0.600000E+00    0.198000E+03    0.000000E+00
  151 Metasystox          0.100000E+07    0.100000E+02    0.300000E+01    0.900000E+00    0.100000E+02    0.000000E+00
  152 Metaldehyde         0.230000E+03    0.100000E+02    0.990000E+02    0.100000E+01    0.240000E+03    0.000000E+00
  153 Methyl Parathion    0.600000E+02    0.500000E+01    0.300000E+01    0.600000E+00    0.140000E+05    0.000000E+00
  154 Milogard            0.860000E+01    0.135000E+03    0.500000E+01    0.400000E+00    0.154000E+03    0.000000E+00
  155 Miral               0.690000E+02    0.340000E+02    0.500000E+01    0.600000E+00    0.100000E+03    0.000000E+00
  156 Mitac               0.100000E+01    0.200000E+01    0.100000E+01    0.400000E+00    0.100000E+04    0.000000E+00
  157 Mocap               0.750000E+03    0.250000E+02    0.990000E+02    0.100000E+01    0.700000E+02    0.000000E+00
  158 Modown              0.400000E+00    0.700000E+01    0.300000E+01    0.400000E+00    0.100000E+05    0.000000E+00
  159 Monitor             0.100000E+07    0.600000E+01    0.400000E+01    0.900000E+00    0.500000E+01    0.000000E+00
  160 Morestan            0.100000E+01    0.300000E+02    0.100000E+02    0.500000E+00    0.230000E+04    0.000000E+00
  161 MSMA                0.570000E+05    0.100000E+02    0.100000E+02    0.100000E+01    0.300000E+06    0.000000E+00
  162 Nemacur             0.400000E+03    0.500000E+02    0.990000E+02    0.100000E+01    0.100000E+03    0.000000E+00
  163    Nemacur          0.400000E+03    0.500000E+01    0.990000E+02    0.100000E+01    0.240000E+03    0.000000E+00
  164    N. Sulfoxide     0.400000E+03    0.420000E+02    0.990000E+02    0.100000E+01    0.400000E+02    0.000000E+00
  165    N. Sulfone       0.400000E+03    0.180000E+02    0.990000E+02    0.100000E+01    0.450000E+02    0.000000E+00
  166 Norton              0.500000E+02    0.300000E+02    0.100000E+02    0.600000E+00    0.340000E+03    0.000000E+00
  167 N-Serve             0.400000E+02    0.100000E+02    0.990000E+02    0.100000E+01    0.570000E+03    0.000000E+00
  168 Octave              0.340000E+02    0.120000E+03    0.300000E+02    0.500000E+00    0.500000E+03    0.000000E+00
  169 Oftanol             0.240000E+02    0.150000E+03    0.300000E+02    0.600000E+00    0.600000E+03    0.000000E+00
  170 Ordram              0.970000E+03    0.210000E+02    0.990000E+02    0.100000E+01    0.190000E+03    0.000000E+00
  171 Orthene             0.818000E+06    0.300000E+01    0.250000E+01    0.700000E+00    0.200000E+01    0.000000E+00
  172 Orthocide           0.510000E+01    0.250000E+01    0.900000E+01    0.600000E+00    0.200000E+03    0.000000E+00
  173 Oust                0.700000E+02    0.200000E+02    0.100000E+02    0.600000E+00    0.780000E+02    0.000000E+00
  174 Paarlan             0.100000E+00    0.100000E+03    0.990000E+02    0.100000E+01    0.100000E+05    0.000000E+00
  175 Paraquat            0.500000E+06    0.990000E+02    0.300000E+01    0.600000E+00    0.100000E+07    0.000000E+00
  176 Pay-Off             0.100000E+00    0.210000E+02    0.500000E+01    0.400000E+00    0.100000E+06    0.000000E+00
  177 Penncap-M           0.600000E+02    0.500000E+01    0.300000E+01    0.900000E+00    0.510000E+04    0.000000E+00
  178 Phenatox            0.300000E+01    0.900000E+01    0.200000E+01    0.100000E+00    0.100000E+06    0.000000E+00
  179 Phosdrin            0.600000E+06    0.300000E+01    0.600000E+00    0.900000E+00    0.440000E+02    0.000000E+00
  180 Phoskil             0.240000E+02    0.140000E+02    0.400000E+01    0.700000E+00    0.500000E+04    0.000000E+00
  181 Pipron              0.200000E+02    0.300000E+02    0.100000E+02    0.600000E+00    0.500000E+04    0.000000E+00
  182 Pix                 0.100000E+07    0.100000E+04    0.300000E+02    0.900000E+00    0.100000E+07    0.000000E+00
  183 Plantvax            0.100000E+04    0.200000E+02    0.100000E+02    0.700000E+00    0.950000E+02    0.000000E+00
  184 2 Plus 2            0.660000E+06    0.210000E+02    0.100000E+02    0.900000E+00    0.200000E+02    0.000000E+00
  185 Poast               0.439000E+04    0.500000E+01    0.300000E+01    0.700000E+00    0.100000E+03    0.000000E+00
  186 Polyram             0.100000E+00    0.200000E+02    0.700000E+01    0.400000E+00    0.500000E+06    0.000000E+00
  187 Pounce              0.000000E+00    0.300000E+02    0.800000E+01    0.300000E+00    0.100000E+06    0.000000E+00
  188 Pramitol            0.720000E+03    0.500000E+03    0.300000E+02    0.800000E+00    0.150000E+03    0.000000E+00
  189 Prefar              0.560000E+01    0.120000E+03    0.300000E+02    0.400000E+00    0.100000E+04    0.000000E+00
  190 Prelude             0.620000E+06    0.100000E+04    0.300000E+02    0.600000E+00    0.100000E+07    0.000000E+00
  191 Prime               0.100000E+00    0.200000E+02    0.700000E+01    0.400000E+00    0.100000E+05    0.000000E+00
  192 Princep             0.620000E+01    0.600000E+02    0.500000E+01    0.400000E+00    0.130000E+03    0.000000E+00
  193 Probe               0.150000E+01    0.140000E+02    0.500000E+01    0.400000E+00    0.300000E+04    0.000000E+00
  194 Prowl               0.300000E+00    0.900000E+02    0.300000E+02    0.400000E+00    0.500000E+04    0.000000E+00
  195 Pursuit             0.200000E+06    0.900000E+02    0.200000E+02    0.900000E+00    0.100000E+02    0.000000E+00
  196 Pydrin              0.000000E+00    0.350000E+02    0.100000E+02    0.300000E+00    0.530000E+04    0.000000E+00
  197 Pyramin             0.400000E+03    0.210000E+02    0.500000E+01    0.900000E+00    0.120000E+03    0.000000E+00
  198 Ramrod              0.613000E+03    0.600000E+01    0.300000E+01    0.400000E+00    0.800000E+02    0.000000E+00
  199 Reflex              0.700000E+06    0.100000E+03    0.300000E+02    0.900000E+00    0.600000E+02    0.000000E+00
  200 Rescue              0.709000E+06    0.100000E+02    0.900000E+01    0.400000E+00    0.200000E+02    0.000000E+00
  201 Ridomil             0.840000E+04    0.700000E+02    0.300000E+02    0.700000E+00    0.500000E+02    0.000000E+00
  202 Ro-Neet             0.950000E+02    0.300000E+02    0.200000E+01    0.500000E+00    0.430000E+03    0.000000E+00
  203 Ronstar             0.700000E+00    0.600000E+02    0.200000E+02    0.500000E+00    0.320000E+04    0.000000E+00
  204 Roundup             0.900000E+06    0.470000E+02    0.250000E+01    0.600000E+00    0.240000E+05    0.000000E+00
  205 Rovral              0.139000E+02    0.140000E+02    0.500000E+01    0.400000E+00    0.700000E+03    0.000000E+00
  206 Royal Slo-Gro       0.400000E+06    0.300000E+02    0.100000E+02    0.900000E+00    0.200000E+02    0.000000E+00
  207 Rubigan             0.140000E+02    0.360000E+03    0.300000E+02    0.400000E+00    0.600000E+03    0.000000E+00
  208 Sancap              0.160000E+02    0.300000E+02    0.500000E+01    0.400000E+00    0.900000E+03    0.000000E+00
  209 Savey               0.500000E+00    0.300000E+02    0.500000E+01    0.400000E+00    0.620000E+04    0.000000E+00
  210 Scepter             0.160000E+06    0.600000E+02    0.200000E+02    0.900000E+00    0.200000E+02    0.000000E+00
  211 Sencor              0.122000E+04    0.400000E+02    0.500000E+01    0.800000E+00    0.600000E+02    0.000000E+00
  212 Sevin               0.120000E+03    0.100000E+02    0.700000E+01    0.600000E+00    0.300000E+03    0.000000E+00
  213 2,4,5-TP            0.250000E+01    0.200000E+02    0.500000E+01    0.400000E+00    0.260000E+04    0.000000E+00
  214 Sinbar              0.710000E+03    0.120000E+03    0.300000E+02    0.700000E+00    0.550000E+02    0.000000E+00
  215 Slug-Geta           0.240000E+02    0.300000E+02    0.100000E+02    0.700000E+00    0.300000E+03    0.000000E+00
  216 Sonalan             0.300000E+00    0.600000E+02    0.400000E+01    0.400000E+00    0.400000E+04    0.000000E+00
  217 Sonar               0.100000E+02    0.210000E+02    0.990000E+02    0.100000E+01    0.100000E+04    0.000000E+00
  218 Spectracide         0.600000E+02    0.400000E+02    0.400000E+01    0.900000E+00    0.100000E+04    0.000000E+00
  219 Spike               0.250000E+04    0.360000E+03    0.300000E+02    0.900000E+00    0.800000E+02    0.000000E+00
  220 Sprout Nip          0.890000E+02    0.300000E+02    0.800000E+01    0.900000E+00    0.400000E+03    0.000000E+00
  221 Stam                0.200000E+03    0.100000E+01    0.100000E+01    0.700000E+00    0.149000E+03    0.000000E+00
  222 Supracide           0.220000E+03    0.700000E+01    0.300000E+01    0.900000E+00    0.400000E+03    0.000000E+00
  223 Surflan             0.250000E+01    0.200000E+02    0.500000E+01    0.400000E+00    0.600000E+03    0.000000E+00
  224 Sutan               0.440000E+02    0.130000E+02    0.100000E+01    0.300000E+00    0.400000E+03    0.000000E+00
  225 Swat                0.100000E+07    0.170000E+02    0.500000E+01    0.900000E+00    0.700000E+01    0.000000E+00
  226 Tackle              0.250000E+06    0.140000E+02    0.500000E+01    0.900000E+00    0.113000E+03    0.000000E+00
  227 Talstar             0.100000E+00    0.260000E+02    0.700000E+01    0.400000E+00    0.240000E+06    0.000000E+00
  228 Tandem              0.180000E+01    0.280000E+02    0.800000E+01    0.400000E+00    0.560000E+04    0.000000E+00
  229 Tanone              0.200000E+03    0.400000E+02    0.200000E+01    0.600000E+00    0.250000E+03    0.000000E+00
  230 Tattoo              0.400000E+02    0.500000E+01    0.300000E+01    0.900000E+00    0.570000E+03    0.000000E+00
  231 TBZ                 0.500000E+02    0.403000E+03    0.300000E+02    0.600000E+00    0.250000E+04    0.000000E+00
  232 Telone              0.227000E+04    0.100000E+01    0.100000E+01    0.100000E+01    0.620000E+02    0.000000E+00
  233 Telone II           0.225000E+04    0.100000E+02    0.500000E+01    0.100000E+01    0.320000E+02    0.000000E+00
  234 Temik               0.600000E+04    0.400000E+02    0.100000E+02    0.100000E+01    0.400000E+02    0.000000E+00
  235    Temik            0.600000E+04    0.700000E+01    0.200000E+01    0.100000E+01    0.400000E+02    0.000000E+00
  236    T. Sulfoxide     0.600000E+04    0.300000E+02    0.700000E+01    0.100000E+01    0.300000E+02    0.000000E+00
  237    T. Sulfone       0.600000E+04    0.200000E+02    0.600000E+01    0.100000E+01    0.100000E+02    0.000000E+00
  238 Tenoran             0.250000E+01    0.600000E+02    0.150000E+02    0.400000E+00    0.300000E+04    0.000000E+00
  239 Terbutrex           0.220000E+02    0.420000E+02    0.500000E+01    0.500000E+00    0.200000E+04    0.000000E+00
  240 Terrachlor          0.400000E+00    0.210000E+02    0.400000E+01    0.400000E+00    0.500000E+04    0.000000E+00
  241 Terraneb            0.800000E+01    0.130000E+03    0.300000E+02    0.500000E+00    0.165000E+04    0.000000E+00
  242 Terrazole           0.500000E+02    0.200000E+02    0.300000E+01    0.600000E+00    0.100000E+04    0.000000E+00
  243 Thimet              0.220000E+02    0.600000E+02    0.200000E+01    0.600000E+00    0.100000E+04    0.000000E+00
  244 Thiodan             0.300000E+00    0.500000E+02    0.300000E+01    0.100000E+00    0.124000E+05    0.000000E+00
